ID,Status,ItemType,ItemName,Ages,Location,TestID,IsArchived,Stock
FRT-324,1,Form,Record Sheet for Adults,,Second Floor,FRT,0,1
FRT-325,1,Form,Scoring Sheet for Adults,,Second Floor,FRT,0,1
FRT-326,1,Form,Record Sheet for Older Children,,Second Floor,FRT,0,1
FRT-327,1,Form,Scoring Sheet for Older Children,,Second Floor,FRT,0,1
FRT-328,1,Form,Scoring Sheet for Young Children,,Second Floor,FRT,0,1
GAD-7-329,1,Form,,,Online Platform,GAD-7,0,1
GHQ-330,1,Book,Instructions and questions for answer sheet,,Archive Third Floor,GHQ,0,1
GHQ-331,1,Form,Answer sheet,,Archive Third Floor,GHQ,0,1
GHQ-30-332,1,Form,Record Form,,Archive Third Floor,GHQ-30,0,1
GORT-4-333,1,Manual,,,Second Floor,GORT-4,0,1
GORT-4-334,1,Book,Student Book,,Second Floor,GORT-4,0,1
GORT-4-335,1,Form,Record Booklet Form A,,Second Floor,GORT-4,0,1
GORT-4-336,1,Form,Record Booklet Form B,,Second Floor,GORT-4,0,1
GPT-337,1,Kit,Manual and testing materials Model 32025,,Archive Third Floor,GPT,0,1
HPC for Women-338,1,Form,Record Form,,Archive Third Floor,HPC for Women,0,1
HPC for Men-339,1,Form,Record Form,,Archive Third Floor,HPC for Men,0,1
HSPQ-340,1,Manual,Manual and Norms for the HSPQ,,Archive Third Floor,HSPQ,0,1
JI and JBC-341,1,Kit,"Manuals, profile sheets, question booklets, answer sheets, scoring templates",,Archive Third Floor,JI and JBC,0,1
JI-R-342,1,Manual,Technical Manual,,Second Floor,JI-R,0,1
JI-R-343,1,Book,Scoring Templates,,Second Floor,JI-R,0,1
JI-R-344,1,Form,Item Booklet,,Second Floor,JI-R,0,1
JI-R-345,1,Form,Response Sheet,,Second Floor,JI-R,0,1
JVIS-346,1,Manual,,,Second Floor,JVIS,0,1
JVIS-347,1,Book,Applications Handbook,,Second Floor,JVIS,0,1
JVIS-348,1,Form,Record Form,,Second Floor,JVIS,0,1
JVIS-349,1,Book,Questionnaire Booklet,,Second Floor,JVIS,0,1
JVIS-350,1,Book,JVIS Basic Interest Descriptions (sheets),,Second Floor,JVIS,0,1
KADI-351,1,Manual,Examiner's Manual,,Second Floor,KADI,0,1
KADI-352,1,Form,Profile/Examiner Record Form Elementary,6 to 11,Second Floor,KADI,0,1
KADI-353,1,Form,Profile/Examiner Record Form Secondary,12 to 21,Second Floor,KADI,0,1
KTEA-3-354,1,USB Stick,,,Ask Clinic Admin,KTEA-3,0,1
KTEA-3-355,1,Kit,Kit Contents: -,,Second Floor,KTEA-3,0,1
KTEA-3-356,1,Form,Record Form Form B,,Second Floor,KTEA-3,0,1
KTEA-3-357,1,Form,Response Booklet Form B,,Second Floor,KTEA-3,0,1
LASSI-HS-358,1,Form,Record Form,,Second Floor,LASSI-HS,0,1
MAB-359,1,Manual,,,Archive Third Floor,MAB,0,1
MAB-360,1,Book,Multidimensional Aptitude Battery-Form L Performance,,Archive Third Floor,MAB,0,1
MAB-361,1,Book,Multidimensional Aptitude Battery-Form L Verbal,,Archive Third Floor,MAB,0,1
MAB-362,1,Form,Multidimensional Aptitude Battery - Performance***,,Archive Third Floor,MAB,0,1
MAB-363,1,Form,Multidimensional Aptitude Battery - Verbal***,,Archive Third Floor,MAB,0,1
MacArthur-Bates CDI-364,1,Form,Words and Sentences Record Form,,Archive Third Floor,MacArthur-Bates CDI,0,1
MacArthur-Bates CDI-365,1,Form,Words and Gestures Record Form,,Archive Third Floor,MacArthur-Bates CDI,0,1
MacArthur-Bates CDI-366,1,Manual,User's Guide and Technical Manual,,Archive Third Floor,MacArthur-Bates CDI,0,1
MASC-367,1,Manual,Technical Manual,,Archive Third Floor,MASC,0,1
MASC-368,1,Form,Record Form,,Archive Third Floor,MASC,0,1
MASC 2-369,1,Manual,Technical Manual,,Second Floor,MASC 2,0,1
MASC 2-370,1,Form,Self-Report Form,,Second Floor,MASC 2,0,1
MASC 2-371,1,Form,Parent Form,,Second Floor,MASC 2,0,1
MCMI-III-372,1,Manual,,,Archive Third Floor,MCMI-III,0,1
M-Fast-373,1,Manual,Professional Manual,,Second Floor,M-Fast,0,1
M-Fast-374,1,Form,Interview Booklet,,Second Floor,M-Fast,0,1
MFD-375,1,Manual,Memory-for-Designs  Test: Revised General Manual****,,Archive Third Floor,MFD,0,1
MFF-376,1,Kit,"Report/scoring instructions, score sheet, testing binder",,Archive Third Floor,MFF,0,1
MMPI-A-377,1,CD,Interpretive System Version 3.11,,Second Floor,MMPI-A,0,1
MMPI-A-378,1,CD,Interpretive System Version 5.00,,Second Floor,MMPI-A,0,1
MMPI-A-379,1,Manual,"Manual for Administration, Scoring, and Interpretation",,Second Floor,MMPI-A,0,1
MMPI-A-380,1,Book,Hardcover Test Booklet,,Second Floor,MMPI-A,0,1
MMPI-A-381,1,Book,Softcover Test Booklet,,Second Floor,MMPI-A,0,1
MMPI-A-382,1,Form,Answer Sheet for Hardcover,,Second Floor,MMPI-A,0,1
MMPI-A-383,1,Manual,User's Guide,,,MMPI-A,0,1
MMPI-A-384,1,Manual,Manual Supplement,,,MMPI-A,0,1
MMPI-A-385,1,CD,Audio CD,,,MMPI-A,0,1
MMPI-A-386,1,,Validity/Clinical Scales Answer Key Set For Softcover,,,MMPI-A,0,1
MMPI-A-387,1,,Validity/Clinical Scales Answer Key Set For Hardcover,,,MMPI-A,0,1
MMPI-A-388,1,,Clinical Subscales Answer Key Set For Softcover,,,MMPI-A,0,1
MMPI-A-389,1,,Clinical Subscales Answer Key Set For Hardcover,,,MMPI-A,0,1
MMPI-A-390,1,,Content/Supplementary Scales Answer Key Set For Softcover,,,MMPI-A,0,1
MMPI-A-391,1,,Content/Supplementary Scales Answer Key Set For Hardcover,,,MMPI-A,0,1
MMPI-A-392,1,,Content Component Scales Answer Key Set For Softcover,,,MMPI-A,0,1
MMPI-A-393,1,,Content Component Scales Answer Key Set For Hardcover,,,MMPI-A,0,1
MMPI-A-394,1,Form,Answer Sheet for Softcover,,,MMPI-A,0,1
MMPI-A-395,1,Form,Handscore Answer Sheet For Softcover,,,MMPI-A,0,1
MMPI-A-396,1,Form,Handscore Answer Sheet For Hardcover,,,MMPI-A,0,1
MMPI-A-397,1,Form,Validity/Clinical Scales Profile Forms,,,MMPI-A,0,1
MMPI-A-398,1,Form,Clinical Subscales Profile Forms,,,MMPI-A,0,1
MMPI-A-399,1,Form,Content Scales Profile Forms,,,MMPI-A,0,1
MMPI-A-400,1,Form,Content Component Scales Profile Forms,,,MMPI-A,0,1
MMPI-A-401,1,Form,Supplementary Scales Profile Forms,,,MMPI-A,0,1
MMPI-A-402,1,,Content Component Scales Test Monograph,,,MMPI-A,0,1
MMPI-A-403,1,,Critical Item Set Test Monograph,,,MMPI-A,0,1
MMPI-A-404,1,,Assessing Readability Test Monograph,,,MMPI-A,0,1
MMPI-A-405,1,Scoring,,,Computer-184 Side,MMPI-A,0,1
MMPI-A-RF-406,1,Form,Profile for Validity Scales,,Second Floor,MMPI-A-RF,0,1
MMPI-A-RF-407,1,Form,Profile for Higher-Order (H-O) and Restructured Clinical (RC) Scales,,Second Floor,MMPI-A-RF,0,1
MMPI-A-RF-408,1,Form,Profile for Somatic/Cognitive and Internalizing Scales,,Second Floor,MMPI-A-RF,0,1
MMPI-A-RF-409,1,Form,Profile for Externalizing and Interpersonal Scales,,Second Floor,MMPI-A-RF,0,1
MMPI-A-RF-410,1,Form,Profile for Personality Psychopathology Five (PSY-5) Scales,,Second Floor,MMPI-A-RF,0,1
MMPI-A-RF-411,1,Form,Hand-Scoring Answer Sheet,,Second Floor,MMPI-A-RF,0,1
MMPI-A-RF-412,1,Book,Durable Spiral-Bound Test Booklet,,Second Floor,MMPI-A-RF,0,1
MMPI-A-RF-413,1,Manual,,,,MMPI-A-RF,0,1
MMPI-A-RF-414,1,Manual,User's Guide For Reports,,,MMPI-A-RF,0,1
MMPI-A-RF-415,1,CD,Audio CD,,,MMPI-A-RF,0,1
MMPI-A-RF-416,1,Book,Softcover Test Booklet,,,MMPI-A-RF,0,1
MMPI-A-RF-417,1,,Validity Scales Answer Key Set,,,MMPI-A-RF,0,1
MMPI-A-RF-418,1,,Higher-Order and Restructured Clinical Answer Key Set,,,MMPI-A-RF,0,1
MMPI-A-RF-419,1,,Externalizing and Interpersonal Scales Answer Key Set,,,MMPI-A-RF,0,1
MMPI-A-RF-420,1,,Somatic/Cognitive and Internalizing Answer Key Set,,,MMPI-A-RF,0,1
MMPI-A-RF-421,1,,PSY-5 Handscore Answer Key Set,,,MMPI-A-RF,0,1
MMPI-2-422,1,CD,Adult Interpretive System Version 3,,Second Floor,MMPI-2,0,1
MMPI-2-423,1,Manual,Professional Manual,,Second Floor,MMPI-2,0,1
MMPI-2-424,1,Manual,User's Guide,,Second Floor,MMPI-2,0,1
MMPI-2-425,1,Manual,Manual for administration and scoring,,Second Floor,MMPI-2,0,1
MMPI-2-426,1,Book,Softcover Test Booklet,,Second Floor,MMPI-2,0,1
MMPI-2-427,1,Form,Profile for Supplementary  Scales***,,Second Floor,MMPI-2,0,1
MMPI-2-428,1,Form,Profile for Basic  Scales***,,Second Floor,MMPI-2,0,1
MMPI-2-429,1,Form,Profile for Content Scales***,,Second Floor,MMPI-2,0,1
MMPI-2-430,1,Form,Softcover Answer Sheet Handscoring,,Second Floor,MMPI-2,0,1
MMPI-2-431,1,Form,TRIN Scale Recording Grid,,Second Floor,MMPI-2,0,1
MMPI-2-432,1,Form,VRIN Scale Recording Grid,,Second Floor,MMPI-2,0,1
MMPI-2-433,1,Scoring,,,Computer-184 Side,MMPI-2,0,1
MMPI-2-434,1,Manual,,,Computer-184 Side,MMPI-2,0,1
MMPI-2-RF-435,1,Form,Answer Sheet,,Second Floor,MMPI-2-RF,0,1
Movement ABC-436,1,Form,Checklist,,Second Floor,Movement ABC,0,1
Movement ABC-437,1,Form,Record Form Age Band 1,4 to 6,Second Floor,Movement ABC,0,1
Movement ABC-438,1,Form,Record Form Age Band 2,7 to 8,Second Floor,Movement ABC,0,1
Movement ABC-439,1,Form,Record Form Age Band 3,9 to 10,Second Floor,Movement ABC,0,1
Movement ABC-440,1,Form,Record Form Age Band 4,11 to 12,Second Floor,Movement ABC,0,1
MSEI-441,1,Manual,Professional Manual,,Second Floor,MSEI,0,1
MSEI-442,1,Form,Item Booklet,,Second Floor,MSEI,0,1
MSEI-443,1,Form,Rating Sheet,,Second Floor,MSEI,0,1
MSEI-444,1,Form,Profile Form,,Second Floor,MSEI,0,1
MSEL-445,1,Manual,,,Second Floor,MSEL,0,1
MSEL-446,1,Book,Stimulus Book,,Second Floor,MSEL,0,1
MSEL-447,1,Form,Record Form,,Second Floor,MSEL,0,1
MSEL-448,1,,Test Materials,,,MSEL,0,1
MTDDA-449,1,Kit,"Manual, clinical record of patient forms, card materials",,Archive Third Floor,MTDDA,0,1
NAART-450,1,Book,Sheet of words,,Archive Third Floor,NAART,0,1
NAART-451,1,Book,Sample scoring sheet,,Archive Third Floor,NAART,0,1
NDRT-452,1,Manual,Manual for Scoring and Interpretation Forms G and H,,Second Floor,NDRT,0,1
NDRT-453,1,Manual,Directions for Administration Forms G and H,,Second Floor,NDRT,0,1
NDRT-454,1,Book,Test Booklet Form G,,Second Floor,NDRT,0,1
NDRT-455,1,Form,Self-Scorable Answer Sheet For use with forms G and H only,,Second Floor,NDRT,0,1
NDRT-456,1,Form,Personal Record Forms G and H,,Second Floor,NDRT,0,1
NDRT-457,1,Form,Class Record Sheet Forms G and H,,Second Floor,NDRT,0,1
NEO PI-R-458,1,Manual,Professional Manual,,Second Floor,NEO PI-R,0,1
NEO PI-R-459,1,Form,Hand-Scoring Answer Sheet,,Second Floor,NEO PI-R,0,1
NEO PI-R-460,1,Form,Item Booklet - Form S,,Second Floor,NEO PI-R,0,1
NEO PI-R-461,1,Form,Item Booklet - Form R (Women),,Second Floor,NEO PI-R,0,1
NEO PI-R-462,1,Form,Item Booklet - Form R (Men),,Second Floor,NEO PI-R,0,1
NEO PI-R-463,1,Form,Form R (Ratings) Profile Form,,Second Floor,NEO PI-R,0,1
NEO PI-R-464,1,Form,Form S (Self-Report) Profile Form,,Second Floor,NEO PI-R,0,1
NEO PI-R-465,1,,Bibliography for the NEO PI-R and NEO-FFI,,Second Floor,NEO PI-R,0,1
NEO PI-R-466,1,Form,College Student Profile Form,,,NEO PI-R,0,1
NEPSY-467,1,Form,Record Form,3 to 4,Archive Third Floor,NEPSY,0,1
NEPSY-468,1,Form,Record Form,5 to 12,Archive Third Floor,NEPSY,0,1
NEPSY-469,1,Form,Response Booklet,3 to 4,Archive Third Floor,NEPSY,0,1
NEPSY-470,1,Form,Response Booklet,5 to 12,Archive Third Floor,NEPSY,0,1
NEPSY-II-471,1,Kit,Kit Contents: -,,Second Floor,NEPSY-II,0,1
NEPSY-II-472,1,Form,Record Form,3 to 4,Second Floor,NEPSY-II,0,1
NEPSY-II-473,1,Form,Response Booklet,3 to 4,Second Floor,NEPSY-II,0,1
NEPSY-II-474,1,Form,Response Booklet,5 to 16,Second Floor,NEPSY-II,0,1
NINA-475,1,Form,Record Form,2 to 4,Second Floor,NINA,0,1
NINA-476,1,Form,Record Form,5 to 8,Second Floor,NINA,0,1
NINA-477,1,Form,Record Form,9 and up,Second Floor,NINA,0,1
PAI-478,1,Manual,Professional Manual,,Second Floor,PAI,0,1
PAI-479,1,Book,Item Booklet,,Second Floor,PAI,0,1
PAI-480,1,Form,Profile Form,,Second Floor,PAI,0,1
PAI-481,1,Form,Critical Items Form,,Second Floor,PAI,0,1
PAI-482,1,Form,Answer Sheet,,Second Floor,PAI,0,1
PAI-483,1,Form,Structural Summary Form,,,PAI,0,1
PAI-A-484,1,Manual,Professional Manual,,Second Floor,PAI-A,0,1
PAI-A-485,1,Book,Item Booklet,,Second Floor,PAI-A,0,1
PAI-A-486,1,Form,Profile Form,,Second Floor,PAI-A,0,1
PAI-A-487,1,Form,Critical Items Form,,Second Floor,PAI-A,0,1
PAI-A-488,1,Form,Answer Sheet,,Second Floor,PAI-A,0,1
PAL-II-489,1,Form,Response Booklet for Reading and Writing,,Second Floor,PAL-II,0,1
PAL-II-490,1,Form,Record Form for Reading and Writing,,Second Floor,PAL-II,0,1
PAL-II-491,1,Form,Response Booklet for Math,,Second Floor,PAL-II,0,1
PAL-II-492,1,Form,Record Form for Math,,Second Floor,PAL-II,0,1
PAL-II-493,1,Manual,Reading/Writing Administration and Scoring Manual,,,PAL-II,0,1
PAL-II-494,1,Book,Reading/Writing Stimulus Book,,,PAL-II,0,1
PAL-II-495,1,Book,Reading/Writing Stimulus Booklet A,,,PAL-II,0,1
PAL-II-496,1,Book,Reading/ Writing Stimulus Booklet B,,,PAL-II,0,1
PAL-II-497,1,Manual,Math Administration and Scoring Manual,,,PAL-II,0,1
PAL-II-498,1,Book,Math Stimulus Book,,,PAL-II,0,1
PAL-II-499,1,Book,Math Stimulus Booklet,,,PAL-II,0,1
PAL-II-500,1,,Talking Letters Student Guides,,,PAL-II,0,1
PANSS-501,1,Manual,,,Archive Third Floor,PANSS,0,1
PANSS-502,1,Form,QuikScore Form,,Archive Third Floor,PANSS,0,1
PANSS (SCI-PANSS)-503,1,Form,Booklet,,Archive Third Floor,PANSS (SCI-PANSS),0,1
PCL-5-504,1,Form,,,Online Platform,PCL-5,0,1
PDS-505,1,Form,Hand-Scoring Answer Sheet,,Archive Third Floor,PDS,0,1
PDS-506,1,Form,Hand-Scoring  Worksheet,,Archive Third Floor,PDS,0,1
PDS-507,1,Book,Hand-Scoring Directions,,Archive Third Floor,PDS,0,1
PHQ-9-508,1,Form,,,Online Platform,PHQ-9,0,1
PIAT-R-509,1,Form,Combined Test Record & Written Expression Response Booklet,,Second Floor,PIAT-R,0,1
Piers-Harris 2-510,1,Manual,,,Second Floor,Piers-Harris 2,0,1
Piers-Harris 2-511,1,Install Disk,2-Use Intro Disk,,Second Floor,Piers-Harris 2,0,1
Piers-Harris 2-512,1,Form,Profile Sheet,,Second Floor,Piers-Harris 2,0,1
Piers-Harris 2-513,1,Form,PC Answer Sheet,,Second Floor,Piers-Harris 2,0,1
PLS-4-514,1,Form,Record Form,,Second Floor,PLS-4,0,1
PLS-4-515,1,Manual,Examiner's Manual,,,PLS-4,0,1
PLS-4-516,1,Manual,Picture Manual,,,PLS-4,0,1
POMS-517,1,Manual,,,Archive Third Floor,POMS,0,1
POMS-518,1,Form,Record Form***,,Archive Third Floor,POMS,0,1
POMS-519,1,Form,Profile Sheet,,Archive Third Floor,POMS,0,1
PPVT-3-520,1,Book,TestKit for Form IIIB,,Archive Third Floor,PPVT-3,0,1
PPVT-3-521,1,Form,Performance Record Form IIIA,,Archive Third Floor,PPVT-3,0,1
PPVT-3-522,1,Form,Performance Record Form IIIB,,Archive Third Floor,PPVT-3,0,1
PPVT-4-523,1,CD,ASSIST Scoring and Reporting System Version 1.1,,Archive Third Floor,PPVT-4,0,1
PPVT-4-524,1,Form,Record Form Form A,,Archive Third Floor,PPVT-4,0,1
PPVT-4-525,1,Form,Record Form Form B,,Archive Third Floor,PPVT-4,0,1
PPVT-5-526,1,Kit,Kit Contents: - Manual and question book Form A,,Second Floor,PPVT-5,0,1
PPVT-5-527,1,Form,Record Form Form A,,Second Floor,PPVT-5,0,1
PRF-528,1,Manual,,,Archive Third Floor,PRF,0,1
PRF-529,1,Book,Form E,,Archive Third Floor,PRF,0,1
PSI-530,1,Manual,,,Archive Third Floor,PSI,0,1
PSI-531,1,Form,Form B***,,Archive Third Floor,PSI,0,1
PSI-4-532,1,Manual,Professional Manual,,Second Floor,PSI-4,0,1
PSI-4-533,1,Form,Item Booklet,,Second Floor,PSI-4,0,1
PSI-4-534,1,Form,Answer Sheet,,Second Floor,PSI-4,0,1
PSI-4-535,1,Form,Profile Form,,Second Floor,PSI-4,0,1
PsychManager Lite-536,1,Manual,Quick Start Manual,,Archive Third Floor,PsychManager Lite,0,1
PsychManager Lite-537,1,CD,Installation Instructions,,Archive Third Floor,PsychManager Lite,0,1
Q-Sort-538,1,Kit,"Sampler Set Instructions, Cards, and Sorting Guide",,Archive Third Floor,Q-Sort,0,1
RADS-2-539,1,Manual,Professional Manual,,Second Floor,RADS-2,0,1
RADS-2-540,1,Form,Test Booklet,,Second Floor,RADS-2,0,1
RADS-2-541,1,Form,Summary/Profile Form,,Second Floor,RADS-2,0,1
RCFT-542,1,Manual,Professional Manual,,Second Floor,RCFT,0,1
RCFT-543,1,Manual,Supplemental Norms for Children and Adolescents,,Second Floor,RCFT,0,1
RCFT-544,1,Form,Test Booklet,,Second Floor,RCFT,0,1
RCFT-545,1,,Folder with testing sheets/materials,,Second Floor,RCFT,0,1
RDLS-546,1,Form,Record Form,,Second Floor,RDLS,0,1
RIAP5-547,1,CD,Version 5,,Archive Third Floor,RIAP5,0,1
Roberts-548,1,Manual,,,Archive Third Floor,Roberts,0,1
Roberts-549,1,Book,Test Pictures,,Archive Third Floor,Roberts,0,1
Roberts-550,1,Form,Record Booklet,,Archive Third Floor,Roberts,0,1
Roberts-2-551,1,Form,Record Form/Scoring Profile,,Second Floor,Roberts-2,0,1
Roberts-2-552,1,Manual,Manual,,,Roberts-2,0,1
Roberts-2-553,1,,Test Pictures,,,Roberts-2,0,1
Roberts-2-554,1,,Casebook,,,Roberts-2,0,1
Roberts-2-555,1,,Quick Reference Guide,,,Roberts-2,0,1
Rorschach-556,1,Kit,"Manual, plates, protocol booklets, record forms, inkblot pages",,Archive Third Floor,Rorschach,0,1
RPAI:R/PAI-557,1,Manual,Manual of Directions,,Archive Third Floor,RPAI:R/PAI,0,1
RPAI:R-558,1,Manual,***,,Archive Third Floor,RPAI:R,0,1
RPAI:R-559,1,Form,Girl's Booklet,,Archive Third Floor,RPAI:R,0,1
RPAI:R-560,1,Form,Boy's Booklet,,Archive Third Floor,RPAI:R,0,1
RSCA-561,1,Manual,,,Second Floor,RSCA,0,1
RSCA-562,1,Form,Combination Booklet,,Second Floor,RSCA,0,1
RSCA-563,1,Form,Emotional Reactivity Scale Booklet,,,RSCA,0,1
RSCA-564,1,Form,Sense of Mastery Scale Booklet,,,RSCA,0,1
RSCA-565,1,Form,Sense of Relatedness Scale Booklet,,,RSCA,0,1
SB-5-566,1,Kit,Kit Contents: -,,Second Floor,SB-5,0,1
SB-5-567,1,Form,Record Form,,Second Floor,SB-5,0,1
SCL-90-R-568,1,Form,Scoring Worksheet,,Archive Third Floor,SCL-90-R,0,1
SCQ-569,1,Manual,,,Second Floor,SCQ,0,1
SCQ-570,1,Form,AutoScore Form Lifetime,,Second Floor,SCQ,0,1
SCQ-571,1,Form,AutoScore Form Current,,Second Floor,SCQ,0,1
SEI-572,1,Manual,,,Archive Third Floor,SEI,0,1
SIB-R-573,1,Manual,Comprehensive Manual,,Second Floor,SIB-R,0,1
SIB-R-574,1,Book,Interview Book,,Second Floor,SIB-R,0,1
SIB-R-575,1,Form,Response Booklet Early Development  Form,,Second Floor,SIB-R,0,1
SIB-R-576,1,Form,Individual Plan Recommendations Early Development  Form,,Second Floor,SIB-R,0,1
SIB-R-577,1,Form,Response Booklet Short Form,,Second Floor,SIB-R,0,1
SIB-R-578,1,Form,Individual Plan Recommendations Short Form,,Second Floor,SIB-R,0,1
SIB-R-579,1,Form,Response Booklet Full Scale,,Second Floor,SIB-R,0,1
SIPA-580,1,Manual,Professional Manual,,Second Floor,SIPA,0,1
SIPA-581,1,Form,Item Booklet,,Second Floor,SIPA,0,1
SIPA-582,1,Form,Answer Sheet,,Second Floor,SIPA,0,1
SIQ-583,1,Manual,Preliminary Manual,,Second Floor,SIQ,0,1
SIQ-584,1,Form,Record Form***,,Second Floor,SIQ,0,1
SIQ-JR-585,1,Form,Record Form***,,Second Floor,SIQ-JR,0,1
SIRS-586,1,Manual,Professional Manual,,Archive Third Floor,SIRS,0,1
SIRS-587,1,Form,Interview Booklet,,Archive Third Floor,SIRS,0,1
SRS-2-588,1,Manual,,,Second Floor,SRS-2,0,1
SRS-2-589,1,Form,"Profile Sheet School-Age (Package with male, female, and AutoScore forms)",,Second Floor,SRS-2,0,1
SRS-2-590,1,Form,Profile Sheet Adult (Self-Report),,Second Floor,SRS-2,0,1
SRS-2-591,1,Form,Profile Sheet Preschool,,Second Floor,SRS-2,0,1
SRS-2-592,1,Form,Profile Sheet Adult (Relative/Other Report),,Second Floor,SRS-2,0,1
SRS-2-593,1,Manual,,,Online Platform,SRS-2,0,1
SRS-2-594,1,Form,School-Age Form,4 to 18,Online Platform,SRS-2,0,1
SRS-2-595,1,Form,Adult Relative/Other Report Form,19 & up,Online Platform,SRS-2,0,1
SRS-2-596,1,Form,Adult Self-Report Form,19 & up,Online Platform,SRS-2,0,1
STAI-597,1,Manual,,,Archive Third Floor,STAI,0,1
STAI-598,1,Form,STAI Form X-1,,Archive Third Floor,STAI,0,1
STAIC-599,1,Manual,Preliminary Manual,,Archive Third Floor,STAIC,0,1
STAIC-600,1,Form,STAIC Form C-1 & C-2,,Archive Third Floor,STAIC,0,1
Stroop-601,1,Manual,A Manual for Clinical and Experimental Uses,,Archive Third Floor,Stroop,0,1
TAT-602,1,Kit,"Manuals, record forms, test cards",,Archive Third Floor,TAT,0,1
TEA-Ch-603,1,Form,Procedural Guide and Scoring Sheet,,Second Floor,TEA-Ch,0,1
TEA-Ch-604,1,Manual,,,,TEA-Ch,0,1
TOLD-605,1,Kit,,,Archive Third Floor,TOLD,0,1
TOMM-606,1,Manual,,,Second Floor,TOMM,0,1
TOMM-607,1,Book,Trial 1,,Second Floor,TOMM,0,1
TOMM-608,1,Book,Trial 2,,Second Floor,TOMM,0,1
TOMM-609,1,Book,Retention Trial,,Second Floor,TOMM,0,1
TOMM-610,1,Form,Score Sheet,,Second Floor,TOMM,0,1
TOWRE-611,1,Manual,Examiner's Manual,,Second Floor,TOWRE,0,1
TOWRE-612,1,Form,Profile/Examiner Record Booklet Form A,,Second Floor,TOWRE,0,1
TOWRE-613,1,Form,Profile/Examiner Record Booklet Form B,,Second Floor,TOWRE,0,1
TOWRE-614,1,,Folder with testing sheets/materials,,Second Floor,TOWRE,0,1
TSCC-615,1,Manual,Professional Manual,,Second Floor,TSCC,0,1
TSCC-616,1,Form,Profile Form: Females,8 to 12,Second Floor,TSCC,0,1
TSCC-617,1,Form,Profile Form: Males,8 to 12,Second Floor,TSCC,0,1
TSCC-618,1,Form,Booklet,,Second Floor,TSCC,0,1
TSI-619,1,Manual,Professional Manual,,Archive Third Floor,TSI,0,1
TSI-620,1,Form,Profile Form: Females,,Archive Third Floor,TSI,0,1
TSI-621,1,Form,Profile Form: Males,,Archive Third Floor,TSI,0,1
TSI-622,1,Form,Item Booklet,,Archive Third Floor,TSI,0,1
TSI-623,1,Form,Answer Sheet,,Archive Third Floor,TSI,0,1
TSI-2-624,1,Manual,Professional Manual,,Second Floor,TSI-2,0,1
TSI-2-625,1,Form,Profile Form,,Second Floor,TSI-2,0,1
TSI-2-626,1,Form,Item Booklet,,Second Floor,TSI-2,0,1
TSI-2-627,1,Form,Answer Sheet,,Second Floor,TSI-2,0,1
Vineland-II-628,1,Manual,Survey Forms Manual,,Archive Third Floor,Vineland-II,0,1
Vineland-II-629,1,Form,Record Booklet Survey Interview Form,,Archive Third Floor,Vineland-II,0,1
Vineland-II-630,1,Form,Record Booklet Parent/Caregiver Rating Form,,Archive Third Floor,Vineland-II,0,1
Vineland-II-631,1,Form,Survey Forms Report to Caregivers,,Archive Third Floor,Vineland-II,0,1
Vineland-II-632,1,Form,Survey Forms Report to Parents,,Archive Third Floor,Vineland-II,0,1
Vineland-3-633,1,Manual,,,Second Floor,Vineland-3,0,1
Vineland-3-634,1,Form,Domain-Level Interview Form,,Second Floor,Vineland-3,0,1
Vineland-3-635,1,Form,Domain-Level Parent/Caregiver Form,,Second Floor,Vineland-3,0,1
Vineland-3-636,1,Form,Domain-Level Teacher Form,,Second Floor,Vineland-3,0,1
Vineland-3-637,1,Form,Comprehensive Interview Form,,Second Floor,Vineland-3,0,1
Vineland-3-638,1,Form,Comprehensive Interview Form  Without Item-Level Probes,,Second Floor,Vineland-3,0,1
Vineland-3-639,1,Form,Comprehensive Parent/Caregiver Form,,Second Floor,Vineland-3,0,1
Vineland-3-640,1,Form,Comprehensive Teacher Form,,Second Floor,Vineland-3,0,1
VS-641,1,Manual,"Theory, Application, and Research",,Archive Third Floor,VS,0,1
WAIS-III-642,1,Kit,French version (in kit with WISC-IV French),,Archive Third Floor,WAIS-III,0,1
WAIS-III-643,1,Form,Record Form,,Archive Third Floor,WAIS-III,0,1
WAIS-III-644,1,Form,Response Booklet,,Archive Third Floor,WAIS-III,0,1
WAIS-III-645,1,CD,Scoring Assistant Windows Version 1.0,,Archive Third Floor,WAIS-III,0,1
WAIS-III-646,1,Install Disk,Scoring Assistant Windows Version 1.0,,Archive Third Floor,WAIS-III,0,1
WAIS-III-WMS-III-WIAT-II-647,1,CD,Scoring Assistant Windows Version 1.0.2,,Archive Third Floor,WAIS-III-WMS-III-WIAT-II,0,1
WAIS-III-WMS-III-WIAT-II-648,1,Install Disk,Scoring Assistant Windows Version 1.0.2,,Archive Third Floor,WAIS-III-WMS-III-WIAT-II,0,1
WAIS-IV-649,1,CD,Scoring Assistant Windows Version 1.0.0,,Second Floor,WAIS-IV,0,1
WAIS-IV-650,1,Kit,,,Second Floor,WAIS-IV,0,1
WAIS-IV-651,1,Form,Record Form,,Second Floor,WAIS-IV,0,1
WAIS-IV-652,1,Form,Response Booklet 1 Symbol Search Coding,,Second Floor,WAIS-IV,0,1
WAIS-IV-653,1,Form,Response Booklet 2 Cancellation,,Second Floor,WAIS-IV,0,1
WAIS-IV-654,1,Scoring,,,Computer-184 Side,WAIS-IV,0,1
